study_id,trial_id,run_id,model_name,timestamp,domain,stem,tld,tld_type,label_type,prompt_type,prompt_id,classification,classification_confidence,handling_path,handling_path_numeric,risk_weighting,risk_numeric,scrutiny,scrutiny_numeric,verification_priority,verification_numeric,overall_confidence,confidence_avg,explicit_difference,difference_type,justification_type,justification_notes,caution_count,mentions_risk,mentions_verification,mentions_uncertainty,mentions_scrutiny
study1_ext,P1_EXT_024,R1,chatgpt,2026-05-05T13:53,caldrison.finance,caldrison,.finance,sector-designated,finance,full_triage,S1_P1,financial,70,Path A,1,medium,2,yes,1,high,3,72,70,0,,structural,TLD interpreted as financial sector signal; reasoning highlights potential fraud risk and uncertainty due to lack of observable content,0,1,1,1,1
study1_ext,P1_EXT_025,R1,gemini,2026-05-05T16:51,lanteravia.kids,lanteravia,.kids,sector-designated,kids,full_triage,S1_P1,children / education,95,Path A,1,high,3,yes,1,high,3,90,89,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes child safety, privacy, and regulatory compliance risks",3,1,1,0,1
study1_ext,P1_EXT_026,R1,gemini,2026-05-05T16:56,merquonix.kids,merquonix,.kids,sector-designated,kids,full_triage,S1_P1,children / education,95,Path A,1,high,3,yes,1,high,3,94,94,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes extreme safety, legal, and ethical risks associated with minors leading to high scrutiny and verification priority",3,1,1,0,1
study1_ext,P1_EXT_027,R1,gemini,2026-05-05T16:59,caldrison.kids,caldrison,.kids,sector-designated,kids,full_triage,S1_P1,children / education,85,Path A,1,high,3,yes,1,medium,2,87,87,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes vulnerability of minors, data privacy risk, and need for strict scrutiny despite only medium verification urgency",3,1,1,0,1
study1_ext,P1_EXT_028,R1,perplexity,2026-05-05T17:08,lanteravia.kids,lanteravia,.kids,sector-designated,kids,full_triage,S1_P1,unclear,92,Path A,1,medium,2,yes,1,high,3,87,87,0,,mixed,TLD weakly acknowledged as child-oriented signal; model emphasizes uncertainty while still invoking child-safety concerns leading to scrutiny and high verification priority,3,1,1,1,1
study1_ext,P1_EXT_029,R1,perplexity,2026-05-05T17:16,merquonix.kids,merquonix,.kids,sector-designated,kids,full_triage,S1_P1,unclear,92,Path B,2,medium,2,yes,1,high,3,82,82,0,,mixed,TLD weakly acknowledged as child-oriented signal; model emphasizes uncertainty but invokes child-safety concerns leading to scrutiny and high verification while preserving uncertainty in handling,3,1,1,1,1
study1_ext,P1_EXT_030,R1,perplexity,2026-05-05T17:20,caldrison.kids,caldrison,.kids,sector-designated,kids,full_triage,S1_P1,unclear,72,Path B,2,medium,2,yes,1,high,3,74,74,0,,mixed,TLD acknowledged as child-oriented signal but treated cautiously; model maintains uncertainty while invoking child-safety considerations leading to scrutiny and high verification without escalation,3,1,1,1,1
study1_ext,P1_EXT_031,R1,claude,2026-05-05T17:26,lanteravia.kids,lanteravia,.kids,sector-designated,kids,full_triage,S1_P1,children / education,62,Path A,1,medium,2,yes,1,high,3,71,71,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes protected audience (minors), elevated harm surface, and need for verification leading to heightened scrutiny and high verification priority",3,1,1,0,1
study1_ext,P1_EXT_032,R1,claude,2026-05-05T17:29,merquonix.kids,merquonix,.kids,sector-designated,kids,full_triage,S1_P1,children / digital services,38,Path A,1,high,3,yes,1,high,3,71,71,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes vulnerable audience, uncertainty, and asymmetric harm leading to high risk weighting, scrutiny, and verification priority",3,1,1,0,1
study1_ext,P1_EXT_033,R1,claude,2026-05-05T17:33,caldrison.kids,caldrison,.kids,sector-designated,kids,full_triage,S1_P1,children / digital content,62,Path A,1,medium,2,yes,1,high,3,66,66,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes audience vulnerability and uncertainty leading to moderate risk, elevated scrutiny, and high verification priority",3,1,1,0,1
study1_ext,P1_EXT_034,R1,chatgpt,2026-05-05T17:37,lanteravia.kids,lanteravia,.kids,sector-designated,kids,full_triage,S1_P1,children / youth services,55,Path A,1,medium,2,yes,1,high,3,67,67,0,,structural,"TLD interpreted as child-directed domain; reasoning emphasizes uncertainty combined with child-safety considerations leading to moderate risk, elevated scrutiny, and high verification priority",3,1,1,0,1
study1_ext,P1_EXT_035,R1,chatgpt,2026-05-05T17:40,merquonix.kids,merquonix,.kids,sector-designated,kids,full_triage,S1_P1,unclear,40,Path B,2,medium,2,yes,1,medium,2,62,62,0,,mixed,TLD weakly acknowledged as child-related signal; model emphasizes uncertainty and moderate caution leading to scrutiny but preserves uncertainty in handling without escalation,3,1,1,1,1
study1_ext,P1_EXT_036,R1,chatgpt,2026-05-05T17:44,caldrison.kids,caldrison,.kids,sector-designated,kids,full_triage,S1_P1,unclear,85,Path B,2,medium,2,yes,1,medium,2,79,79,0,,mixed,TLD acknowledged as child-related signal but not sufficient for classification; model maintains moderate caution and scrutiny while preserving uncertainty in handling,3,1,1,1,1
